2023-03-29 01:06:35,750 : [WARNING]  ####################################### New Training Session #######################################
2023-03-29 01:08:18,923 : [INFO]  Batch 1, round 3: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:08:18,924 : [INFO]  ____________________________________ Batch 1: round 3 finished ____________________________________
2023-03-29 01:08:18,924 : [INFO]  #################################### Batch 1: sent the final model to clients ####################################
2023-03-29 01:09:08,584 : [INFO]  Batch 2: recieved model from client-1 at 127.0.0.1:38380
2023-03-29 01:09:08,586 : [INFO]  Batch 2, round 1: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:09:08,586 : [INFO]  Batch 2, round 1: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:09:08,586 : [INFO]  ____________________________________ Batch 2: round 1 finished ____________________________________
2023-03-29 01:09:12,253 : [INFO]  Batch 2: recieved model from client-0 at 127.0.0.1:38366
2023-03-29 01:09:12,254 : [INFO]  Batch 2, round 2: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:09:12,254 : [INFO]  Batch 2, round 2: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:09:12,254 : [INFO]  ____________________________________ Batch 2: round 2 finished ____________________________________
2023-03-29 01:09:12,767 : [INFO]  Batch 2: recieved model from client-1 at 127.0.0.1:38380
2023-03-29 01:09:12,767 : [INFO]  Batch 2, round 3: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:09:12,767 : [INFO]  Batch 2, round 3: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:09:12,767 : [INFO]  ____________________________________ Batch 2: round 3 finished ____________________________________
2023-03-29 01:09:12,767 : [INFO]  #################################### Batch 2: sent the final model to clients ####################################
2023-03-29 01:09:16,035 : [INFO]  Batch 3: recieved model from client-0 at 127.0.0.1:38366
2023-03-29 01:09:16,036 : [INFO]  Batch 3, round 1: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:09:16,036 : [INFO]  Batch 3, round 1: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:09:16,036 : [INFO]  ____________________________________ Batch 3: round 1 finished ____________________________________
2023-03-29 01:09:16,406 : [INFO]  Batch 3: recieved model from client-1 at 127.0.0.1:38380
2023-03-29 01:09:16,407 : [INFO]  Batch 3, round 2: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:09:16,407 : [INFO]  Batch 3, round 2: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:09:16,407 : [INFO]  ____________________________________ Batch 3: round 2 finished ____________________________________
2023-03-29 01:09:19,991 : [INFO]  Batch 3: recieved model from client-0 at 127.0.0.1:38366
2023-03-29 01:09:19,992 : [INFO]  Batch 3, round 3: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:09:19,992 : [INFO]  Batch 3, round 3: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:09:19,992 : [INFO]  ____________________________________ Batch 3: round 3 finished ____________________________________
2023-03-29 01:09:19,992 : [INFO]  #################################### Batch 3: sent the final model to clients ####################################
2023-03-29 01:09:31,148 : [INFO]  Batch 4: recieved model from client-1 at 127.0.0.1:38380
2023-03-29 01:09:31,149 : [INFO]  Batch 4, round 1: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:09:31,149 : [INFO]  Batch 4, round 1: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:09:31,149 : [INFO]  ____________________________________ Batch 4: round 1 finished ____________________________________
2023-03-29 01:09:34,951 : [INFO]  Batch 4: recieved model from client-0 at 127.0.0.1:38366
2023-03-29 01:09:34,952 : [INFO]  Batch 4, round 2: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:09:34,952 : [INFO]  Batch 4, round 2: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:09:34,952 : [INFO]  ____________________________________ Batch 4: round 2 finished ____________________________________
2023-03-29 01:09:34,953 : [INFO]  Batch 4: recieved model from client-1 at 127.0.0.1:38380
2023-03-29 01:09:34,954 : [INFO]  Batch 4, round 3: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:09:34,954 : [INFO]  Batch 4, round 3: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:09:34,954 : [INFO]  ____________________________________ Batch 4: round 3 finished ____________________________________
2023-03-29 01:09:34,954 : [INFO]  #################################### Batch 4: sent the final model to clients ####################################
2023-03-29 01:09:38,712 : [INFO]  Batch 5: recieved model from client-1 at 127.0.0.1:38380
2023-03-29 01:09:38,712 : [INFO]  Batch 5, round 1: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:09:38,712 : [INFO]  Batch 5, round 1: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:09:38,713 : [INFO]  ____________________________________ Batch 5: round 1 finished ____________________________________
2023-03-29 01:09:38,732 : [INFO]  Batch 5: recieved model from client-0 at 127.0.0.1:38366
2023-03-29 01:09:38,732 : [INFO]  Batch 5, round 2: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:09:38,732 : [INFO]  Batch 5, round 2: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:09:38,733 : [INFO]  ____________________________________ Batch 5: round 2 finished ____________________________________
2023-03-29 01:09:42,362 : [INFO]  Batch 5: recieved model from client-0 at 127.0.0.1:38366
2023-03-29 01:09:42,363 : [INFO]  Batch 5, round 3: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:09:42,363 : [INFO]  Batch 5, round 3: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:09:42,364 : [INFO]  ____________________________________ Batch 5: round 3 finished ____________________________________
2023-03-29 01:09:42,364 : [INFO]  #################################### Batch 5: sent the final model to clients ####################################
2023-03-29 01:09:53,133 : [INFO]  Batch 6: recieved model from client-1 at 127.0.0.1:38380
2023-03-29 01:09:53,134 : [INFO]  Batch 6, round 1: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:09:53,134 : [INFO]  Batch 6, round 1: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:09:53,134 : [INFO]  ____________________________________ Batch 6: round 1 finished ____________________________________
2023-03-29 01:09:56,488 : [INFO]  Batch 6: recieved model from client-1 at 127.0.0.1:38380
2023-03-29 01:09:56,488 : [INFO]  Batch 6, round 2: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:09:56,489 : [INFO]  Batch 6, round 2: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:09:56,489 : [INFO]  ____________________________________ Batch 6: round 2 finished ____________________________________
2023-03-29 01:09:56,882 : [INFO]  Batch 6: recieved model from client-0 at 127.0.0.1:38366
2023-03-29 01:09:56,883 : [INFO]  Batch 6, round 3: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:09:56,883 : [INFO]  Batch 6, round 3: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:09:56,883 : [INFO]  ____________________________________ Batch 6: round 3 finished ____________________________________
2023-03-29 01:09:56,883 : [INFO]  #################################### Batch 6: sent the final model to clients ####################################
2023-03-29 01:09:59,966 : [INFO]  Batch 7: recieved model from client-1 at 127.0.0.1:38380
2023-03-29 01:09:59,967 : [INFO]  Batch 7, round 1: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:09:59,967 : [INFO]  Batch 7, round 1: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:09:59,967 : [INFO]  ____________________________________ Batch 7: round 1 finished ____________________________________
2023-03-29 01:10:00,556 : [INFO]  Batch 7: recieved model from client-0 at 127.0.0.1:38366
2023-03-29 01:10:00,557 : [INFO]  Batch 7, round 2: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:10:00,557 : [INFO]  Batch 7, round 2: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:10:00,557 : [INFO]  ____________________________________ Batch 7: round 2 finished ____________________________________
2023-03-29 01:10:04,381 : [INFO]  Batch 7: recieved model from client-0 at 127.0.0.1:38366
2023-03-29 01:10:04,382 : [INFO]  Batch 7, round 3: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:10:04,382 : [INFO]  Batch 7, round 3: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:10:04,382 : [INFO]  ____________________________________ Batch 7: round 3 finished ____________________________________
2023-03-29 01:10:04,382 : [INFO]  #################################### Batch 7: sent the final model to clients ####################################
2023-03-29 01:10:14,293 : [INFO]  Batch 8: recieved model from client-1 at 127.0.0.1:38380
2023-03-29 01:10:14,294 : [INFO]  Batch 8, round 1: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:10:14,294 : [INFO]  Batch 8, round 1: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:10:14,294 : [INFO]  ____________________________________ Batch 8: round 1 finished ____________________________________
2023-03-29 01:10:18,567 : [INFO]  Batch 8: recieved model from client-1 at 127.0.0.1:38380
2023-03-29 01:10:18,568 : [INFO]  Batch 8, round 2: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:10:18,568 : [INFO]  Batch 8, round 2: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:10:18,568 : [INFO]  ____________________________________ Batch 8: round 2 finished ____________________________________
2023-03-29 01:10:19,081 : [INFO]  Batch 8: recieved model from client-0 at 127.0.0.1:38366
2023-03-29 01:10:19,082 : [INFO]  Batch 8, round 3: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:10:19,082 : [INFO]  Batch 8, round 3: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:10:19,082 : [INFO]  ____________________________________ Batch 8: round 3 finished ____________________________________
2023-03-29 01:10:19,083 : [INFO]  #################################### Batch 8: sent the final model to clients ####################################
2023-03-29 01:10:22,554 : [INFO]  Batch 9: recieved model from client-1 at 127.0.0.1:38380
2023-03-29 01:10:22,555 : [INFO]  Batch 9, round 1: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:10:22,555 : [INFO]  Batch 9, round 1: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:10:22,555 : [INFO]  ____________________________________ Batch 9: round 1 finished ____________________________________
2023-03-29 01:10:23,199 : [INFO]  Batch 9: recieved model from client-0 at 127.0.0.1:38366
2023-03-29 01:10:23,199 : [INFO]  Batch 9, round 2: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:10:23,199 : [INFO]  Batch 9, round 2: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:10:23,199 : [INFO]  ____________________________________ Batch 9: round 2 finished ____________________________________
2023-03-29 01:10:27,030 : [INFO]  Batch 9: recieved model from client-0 at 127.0.0.1:38366
2023-03-29 01:10:27,031 : [INFO]  Batch 9, round 3: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:10:27,031 : [INFO]  Batch 9, round 3: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:10:27,032 : [INFO]  ____________________________________ Batch 9: round 3 finished ____________________________________
2023-03-29 01:10:27,032 : [INFO]  #################################### Batch 9: sent the final model to clients ####################################
2023-03-29 01:10:37,139 : [INFO]  Batch 10: recieved model from client-1 at 127.0.0.1:38380
2023-03-29 01:10:37,140 : [INFO]  Batch 10, round 1: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:10:37,140 : [INFO]  Batch 10, round 1: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:10:37,140 : [INFO]  ____________________________________ Batch 10: round 1 finished ____________________________________
2023-03-29 01:10:40,503 : [INFO]  Batch 10: recieved model from client-1 at 127.0.0.1:38380
2023-03-29 01:10:40,504 : [INFO]  Batch 10, round 2: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:10:40,504 : [INFO]  Batch 10, round 2: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:10:40,504 : [INFO]  ____________________________________ Batch 10: round 2 finished ____________________________________
2023-03-29 01:10:41,485 : [INFO]  Batch 10: recieved model from client-0 at 127.0.0.1:38366
2023-03-29 01:10:41,485 : [INFO]  Batch 10, round 3: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:10:41,486 : [INFO]  Batch 10, round 3: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:10:41,486 : [INFO]  ____________________________________ Batch 10: round 3 finished ____________________________________
2023-03-29 01:10:41,486 : [INFO]  #################################### Batch 10: sent the final model to clients ####################################
2023-03-29 01:10:44,012 : [INFO]  Batch 11: recieved model from client-1 at 127.0.0.1:38380
2023-03-29 01:10:44,012 : [INFO]  Batch 11, round 1: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:10:44,012 : [INFO]  Batch 11, round 1: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:10:44,012 : [INFO]  ____________________________________ Batch 11: round 1 finished ____________________________________
2023-03-29 01:10:45,052 : [INFO]  Batch 11: recieved model from client-0 at 127.0.0.1:38366
2023-03-29 01:10:45,053 : [INFO]  Batch 11, round 2: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:10:45,053 : [INFO]  Batch 11, round 2: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:10:45,053 : [INFO]  ____________________________________ Batch 11: round 2 finished ____________________________________
2023-03-29 01:10:49,093 : [INFO]  Batch 11: recieved model from client-0 at 127.0.0.1:38366
2023-03-29 01:10:49,094 : [INFO]  Batch 11, round 3: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:10:49,094 : [INFO]  Batch 11, round 3: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:10:49,094 : [INFO]  ____________________________________ Batch 11: round 3 finished ____________________________________
2023-03-29 01:10:49,094 : [INFO]  #################################### Batch 11: sent the final model to clients ####################################
2023-03-29 01:11:01,668 : [INFO]  Batch 12: recieved model from client-1 at 127.0.0.1:38380
2023-03-29 01:11:01,669 : [INFO]  Batch 12, round 1: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:11:01,669 : [INFO]  Batch 12, round 1: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:11:01,669 : [INFO]  ____________________________________ Batch 12: round 1 finished ____________________________________
2023-03-29 01:11:05,226 : [INFO]  Batch 12: recieved model from client-1 at 127.0.0.1:38380
2023-03-29 01:11:05,227 : [INFO]  Batch 12, round 2: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:11:05,227 : [INFO]  Batch 12, round 2: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:11:05,227 : [INFO]  ____________________________________ Batch 12: round 2 finished ____________________________________
2023-03-29 01:11:06,556 : [INFO]  Batch 12: recieved model from client-0 at 127.0.0.1:38366
2023-03-29 01:11:06,557 : [INFO]  Batch 12, round 3: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:11:06,557 : [INFO]  Batch 12, round 3: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:11:06,557 : [INFO]  ____________________________________ Batch 12: round 3 finished ____________________________________
2023-03-29 01:11:06,557 : [INFO]  #################################### Batch 12: sent the final model to clients ####################################
2023-03-29 01:11:08,932 : [INFO]  Batch 13: recieved model from client-1 at 127.0.0.1:38380
2023-03-29 01:11:08,933 : [INFO]  Batch 13, round 1: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:11:08,933 : [INFO]  Batch 13, round 1: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:11:08,933 : [INFO]  ____________________________________ Batch 13: round 1 finished ____________________________________
2023-03-29 01:11:10,469 : [INFO]  Batch 13: recieved model from client-0 at 127.0.0.1:38366
2023-03-29 01:11:10,470 : [INFO]  Batch 13, round 2: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:11:10,470 : [INFO]  Batch 13, round 2: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:11:10,470 : [INFO]  ____________________________________ Batch 13: round 2 finished ____________________________________
2023-03-29 01:11:14,264 : [INFO]  Batch 13: recieved model from client-0 at 127.0.0.1:38366
2023-03-29 01:11:14,264 : [INFO]  Batch 13, round 3: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:11:14,265 : [INFO]  Batch 13, round 3: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:11:14,265 : [INFO]  ____________________________________ Batch 13: round 3 finished ____________________________________
2023-03-29 01:11:14,265 : [INFO]  #################################### Batch 13: sent the final model to clients ####################################
2023-03-29 01:11:23,859 : [INFO]  Batch 14: recieved model from client-1 at 127.0.0.1:38380
2023-03-29 01:11:23,859 : [INFO]  Batch 14, round 1: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:11:23,860 : [INFO]  Batch 14, round 1: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:11:23,860 : [INFO]  ____________________________________ Batch 14: round 1 finished ____________________________________
2023-03-29 01:11:27,528 : [INFO]  Batch 14: recieved model from client-1 at 127.0.0.1:38380
2023-03-29 01:11:27,529 : [INFO]  Batch 14, round 2: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:11:27,529 : [INFO]  Batch 14, round 2: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:11:27,529 : [INFO]  ____________________________________ Batch 14: round 2 finished ____________________________________
2023-03-29 01:11:29,584 : [INFO]  Batch 14: recieved model from client-0 at 127.0.0.1:38366
2023-03-29 01:11:29,585 : [INFO]  Batch 14, round 3: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:11:29,585 : [INFO]  Batch 14, round 3: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:11:29,585 : [INFO]  ____________________________________ Batch 14: round 3 finished ____________________________________
2023-03-29 01:11:29,585 : [INFO]  #################################### Batch 14: sent the final model to clients ####################################
2023-03-29 01:11:31,181 : [INFO]  Batch 15: recieved model from client-1 at 127.0.0.1:38380
2023-03-29 01:11:31,181 : [INFO]  Batch 15, round 1: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:11:31,182 : [INFO]  Batch 15, round 1: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:11:31,182 : [INFO]  ____________________________________ Batch 15: round 1 finished ____________________________________
2023-03-29 01:11:33,282 : [INFO]  Batch 15: recieved model from client-0 at 127.0.0.1:38366
2023-03-29 01:11:33,283 : [INFO]  Batch 15, round 2: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:11:33,283 : [INFO]  Batch 15, round 2: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:11:33,283 : [INFO]  ____________________________________ Batch 15: round 2 finished ____________________________________
2023-03-29 01:11:37,121 : [INFO]  Batch 15: recieved model from client-0 at 127.0.0.1:38366
2023-03-29 01:11:37,122 : [INFO]  Batch 15, round 3: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:11:37,122 : [INFO]  Batch 15, round 3: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:11:37,122 : [INFO]  ____________________________________ Batch 15: round 3 finished ____________________________________
2023-03-29 01:11:37,122 : [INFO]  #################################### Batch 15: sent the final model to clients ####################################
2023-03-29 01:11:46,496 : [INFO]  Batch 16: recieved model from client-1 at 127.0.0.1:38380
2023-03-29 01:11:46,497 : [INFO]  Batch 16, round 1: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:11:46,497 : [INFO]  Batch 16, round 1: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:11:46,497 : [INFO]  ____________________________________ Batch 16: round 1 finished ____________________________________
2023-03-29 01:11:49,967 : [INFO]  Batch 16: recieved model from client-1 at 127.0.0.1:38380
2023-03-29 01:11:49,968 : [INFO]  Batch 16, round 2: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:11:49,968 : [INFO]  Batch 16, round 2: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:11:49,968 : [INFO]  ____________________________________ Batch 16: round 2 finished ____________________________________
2023-03-29 01:11:52,680 : [INFO]  Batch 16: recieved model from client-0 at 127.0.0.1:38366
2023-03-29 01:11:52,681 : [INFO]  Batch 16, round 3: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:11:52,681 : [INFO]  Batch 16, round 3: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:11:52,682 : [INFO]  ____________________________________ Batch 16: round 3 finished ____________________________________
2023-03-29 01:11:52,682 : [INFO]  #################################### Batch 16: sent the final model to clients ####################################
2023-03-29 01:11:53,706 : [INFO]  Batch 17: recieved model from client-1 at 127.0.0.1:38380
2023-03-29 01:11:53,707 : [INFO]  Batch 17, round 1: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:11:53,707 : [INFO]  Batch 17, round 1: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:11:53,707 : [INFO]  ____________________________________ Batch 17: round 1 finished ____________________________________
2023-03-29 01:11:56,468 : [INFO]  Batch 17: recieved model from client-0 at 127.0.0.1:38366
2023-03-29 01:11:56,469 : [INFO]  Batch 17, round 2: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:11:56,469 : [INFO]  Batch 17, round 2: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:11:56,469 : [INFO]  ____________________________________ Batch 17: round 2 finished ____________________________________
2023-03-29 01:12:00,133 : [INFO]  Batch 17: recieved model from client-0 at 127.0.0.1:38366
2023-03-29 01:12:00,133 : [INFO]  Batch 17, round 3: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:12:00,134 : [INFO]  Batch 17, round 3: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:12:00,134 : [INFO]  ____________________________________ Batch 17: round 3 finished ____________________________________
2023-03-29 01:12:00,134 : [INFO]  #################################### Batch 17: sent the final model to clients ####################################
2023-03-29 01:12:08,924 : [INFO]  Batch 18: recieved model from client-1 at 127.0.0.1:38380
2023-03-29 01:12:08,925 : [INFO]  Batch 18, round 1: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:12:08,925 : [INFO]  Batch 18, round 1: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:12:08,925 : [INFO]  ____________________________________ Batch 18: round 1 finished ____________________________________
2023-03-29 01:12:15,475 : [INFO]  Batch 18: recieved model from client-1 at 127.0.0.1:38380
2023-03-29 01:12:15,476 : [INFO]  Batch 18, round 2: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:12:15,476 : [INFO]  Batch 18, round 2: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:12:15,476 : [INFO]  ____________________________________ Batch 18: round 2 finished ____________________________________
2023-03-29 01:12:18,593 : [INFO]  Batch 18: recieved model from client-0 at 127.0.0.1:38366
2023-03-29 01:12:18,594 : [INFO]  Batch 18, round 3: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:12:18,594 : [INFO]  Batch 18, round 3: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:12:18,595 : [INFO]  ____________________________________ Batch 18: round 3 finished ____________________________________
2023-03-29 01:12:18,595 : [INFO]  #################################### Batch 18: sent the final model to clients ####################################
2023-03-29 01:12:19,200 : [INFO]  Batch 19: recieved model from client-1 at 127.0.0.1:38380
2023-03-29 01:12:19,201 : [INFO]  Batch 19, round 1: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:12:19,201 : [INFO]  Batch 19, round 1: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:12:19,201 : [INFO]  ____________________________________ Batch 19: round 1 finished ____________________________________
2023-03-29 01:12:22,588 : [INFO]  Batch 19: recieved model from client-0 at 127.0.0.1:38366
2023-03-29 01:12:22,589 : [INFO]  Batch 19, round 2: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:12:22,589 : [INFO]  Batch 19, round 2: aggregated global model sent to client-1 at 127.0.0.1:38380
2023-03-29 01:12:22,589 : [INFO]  ____________________________________ Batch 19: round 2 finished ____________________________________
2023-03-29 01:12:26,577 : [INFO]  Batch 19: recieved model from client-0 at 127.0.0.1:38366
2023-03-29 01:12:26,578 : [INFO]  Batch 19, round 3: aggregated global model sent to client-0 at 127.0.0.1:38366
2023-03-29 01:12:26,578 : [INFO]  Batch 19, round 3: aggregated global model sent to client-1 at 127.0.0.1:38380
